district,Month_Num,Rainfall_mm,Year,Temperature_C,Soil_Recharge_Factor,Groundwater_Level_mBGL,,,District
Siddipet,September,103.8,2023,29,0.61,5.908358209,,,SIDDIPET
Siddipet,October,14.8,2023,28,0.61,5.247761194,,,SIDDIPET
Siddipet,November,30.5,2023,25,0.61,5.737164179,,,SIDDIPET
Siddipet,December,10,2023,23,0.61,6.337910448,,,SIDDIPET
Siddipet,January,0,2024,23.5,0.61,7.281791045,,,SIDDIPET
Siddipet,February,8,2024,25.5,0.61,8.633382353,,,SIDDIPET
Siddipet,March,30.3,2024,29.5,0.61,9.645671642,,,SIDDIPET
Siddipet,April,24.6,2024,33.5,0.61,10.40606061,,,SIDDIPET
Siddipet,May,50.8,2024,36.5,0.61,10.82242424,,,SIDDIPET
Siddipet,June,75.9,2024,32.5,0.61,11.00893939,,,SIDDIPET
Siddipet,July,62.7,2024,29.5,0.61,7.952878788,,,SIDDIPET
Siddipet,August,104.6,2024,28.5,0.61,6.596268657,,,SIDDIPET
Siddipet,September,222.9,2024,29.5,0.61,5.908358209,,,SIDDIPET
Siddipet,October,46.3,2024,28.5,0.61,5.247761194,,,SIDDIPET
Siddipet,November,24.8,2024,25.5,0.61,5.737164179,,,SIDDIPET
Siddipet,December,41.3,2024,23.5,0.61,6.337910448,,,SIDDIPET
Suryapet,January,14.4,2023,23,0.55,5.267837838,,,SURYAPET
Suryapet,February,0,2023,25,0.55,4.4936,,,SURYAPET
Suryapet,March,76.5,2023,29,0.55,5.2098,,,SURYAPET
Suryapet,April,47.6,2023,33,0.55,5.5894,,,SURYAPET
Suryapet,May,43.1,2023,36,0.55,5.4298,,,SURYAPET
Suryapet,June,51.7,2023,32,0.55,5.779,,,SURYAPET
Suryapet,July,184.2,2023,29,0.55,6.2402,,,SURYAPET
Suryapet,August,38.5,2023,28,0.55,5.3912,,,SURYAPET
Suryapet,September,90.2,2023,29,0.55,2.7606,,,SURYAPET
Suryapet,October,37.7,2023,28,0.55,3.7466,,,SURYAPET
Suryapet,November,46.4,2023,25,0.55,1.7566,,,SURYAPET
Suryapet,December,59.6,2023,23,0.55,2.769,,,SURYAPET
Suryapet,January,0,2024,23.5,0.55,3.939,,,SURYAPET
Suryapet,February,3.3,2024,25.5,0.55,5.267837838,,,SURYAPET
Suryapet,March,1,2024,29.5,0.55,4.4936,,,SURYAPET
Suryapet,April,17.3,2024,33.5,0.55,5.2098,,,SURYAPET
Suryapet,May,98,2024,36.5,0.55,5.5894,,,SURYAPET
Suryapet,June,81.1,2024,32.5,0.55,5.4298,,,SURYAPET
Suryapet,July,46.8,2024,29.5,0.55,5.779,,,SURYAPET
Suryapet,August,59,2024,28.5,0.55,6.2402,,,SURYAPET
Suryapet,September,341.3,2024,29.5,0.55,5.3912,,,SURYAPET
Suryapet,October,57.5,2024,28.5,0.55,2.7606,,,SURYAPET
Suryapet,November,21.3,2024,25.5,0.55,3.7466,,,SURYAPET
Suryapet,December,17,2024,23.5,0.55,1.7566,,,SURYAPET
Vikarabad,January,0.9,2023,23,0.57,9.268947368,,,VIKARABAD
Vikarabad,February,0,2023,25,0.57,11.10157895,,,VIKARABAD
Vikarabad,March,59.9,2023,29,0.57,12.41763158,,,VIKARABAD
Vikarabad,April,90,2023,33,0.57,14.68315789,,,VIKARABAD
Vikarabad,May,70.3,2023,36,0.57,13.15324324,,,VIKARABAD
Vikarabad,June,62.5,2023,32,0.57,12.9227027,,,VIKARABAD
Vikarabad,July,154.1,2023,29,0.57,10.26868421,,,VIKARABAD
Vikarabad,August,16.2,2023,28,0.57,5.0565625,,,VIKARABAD
Vikarabad,September,109.4,2023,29,0.57,5.0103125,,,VIKARABAD
Vikarabad,October,13.7,2023,28,0.57,5.563125,,,VIKARABAD
Vikarabad,November,31.3,2023,25,0.57,7.048684211,,,VIKARABAD
Vikarabad,December,2.5,2023,23,0.57,8.602368421,,,VIKARABAD
Vikarabad,January,0,2024,23.5,0.57,9.268947368,,,VIKARABAD
Vikarabad,February,0,2024,25.5,0.57,11.10157895,,,VIKARABAD
Vikarabad,March,8.2,2024,29.5,0.57,12.41763158,,,VIKARABAD
Vikarabad,April,43.2,2024,33.5,0.57,14.68315789,,,VIKARABAD
Vikarabad,May,39,2024,36.5,0.57,13.15324324,,,VIKARABAD
Vikarabad,June,81,2024,32.5,0.57,12.9227027,,,VIKARABAD
Vikarabad,July,88.1,2024,29.5,0.57,10.26868421,,,VIKARABAD
Vikarabad,August,70.2,2024,28.5,0.57,5.0565625,,,VIKARABAD
Vikarabad,September,122.6,2024,29.5,0.57,5.0103125,,,VIKARABAD
Vikarabad,October,41.7,2024,28.5,0.57,5.563125,,,VIKARABAD
Vikarabad,November,14.1,2024,25.5,0.57,7.048684211,,,VIKARABAD
Vikarabad,December,18.9,2024,23.5,0.57,8.602368421,,,VIKARABAD
Wanaparthy,January,0,2023,24,0.59,3.669230769,,,WANAPARTHY
Wanaparthy,February,0,2023,26,0.59,4.559666667,,,WANAPARTHY
Wanaparthy,March,59.2,2023,30,0.59,4.693333333,,,WANAPARTHY
Wanaparthy,April,65.9,2023,34,0.59,4.622,,,WANAPARTHY
Wanaparthy,May,82.1,2023,37,0.59,5.108333333,,,WANAPARTHY
Wanaparthy,June,30.3,2023,33,0.59,5.396333333,,,WANAPARTHY
Wanaparthy,July,91.7,2023,30,0.59,5.501666667,,,WANAPARTHY
Wanaparthy,August,46.2,2023,29,0.59,3.223076923,,,WANAPARTHY
Wanaparthy,September,109.2,2023,30,0.59,2.742307692,,,WANAPARTHY
Wanaparthy,October,6.4,2023,29,0.59,2.628461538,,,WANAPARTHY
Wanaparthy,November,39.3,2023,26,0.59,2.834615385,,,WANAPARTHY
Wanaparthy,December,5.7,2023,24,0.59,2.880769231,,,WANAPARTHY
Wanaparthy,January,0,2024,24.5,0.59,3.669230769,,,WANAPARTHY
Wanaparthy,February,0,2024,26.5,0.59,4.559666667,,,WANAPARTHY
Wanaparthy,March,0,2024,30.5,0.59,4.693333333,,,WANAPARTHY
Wanaparthy,April,13,2024,34.5,0.59,4.622,,,WANAPARTHY
Wanaparthy,May,75.8,2024,37.5,0.59,5.108333333,,,WANAPARTHY
Wanaparthy,June,97.4,2024,33.5,0.59,5.396333333,,,WANAPARTHY
Wanaparthy,July,68,2024,30.5,0.59,5.501666667,,,WANAPARTHY
Wanaparthy,August,96.5,2024,29.5,0.59,3.223076923,,,WANAPARTHY
Wanaparthy,September,122.5,2024,30.5,0.59,2.742307692,,,WANAPARTHY
Wanaparthy,October,32.4,2024,29.5,0.59,2.628461538,,,WANAPARTHY
Wanaparthy,November,8.3,2024,26.5,0.59,2.834615385,,,WANAPARTHY
Wanaparthy,December,4.4,2024,24.5,0.59,2.880769231,,,WANAPARTHY
Warangal rural,January,7.6,2023,23,0.54,4.008846154,,,WARANGAL RURAL
Warangal rural,February,0,2023,25,0.54,4.736538462,,,WARANGAL RURAL
Warangal rural,March,71.1,2023,29,0.54,5.209615385,,,WARANGAL RURAL
Warangal rural,April,73,2023,33,0.54,5.402692308,,,WARANGAL RURAL
Warangal rural,May,87.1,2023,36,0.54,4.784230769,,,WARANGAL RURAL
Warangal rural,June,33.1,2023,32,0.54,4.965384615,,,WARANGAL RURAL
Warangal rural,July,250.2,2023,29,0.54,3.702307692,,,WARANGAL RURAL
Warangal rural,August,54,2023,28,0.54,2.087692308,,,WARANGAL RURAL
Warangal rural,September,95.7,2023,29,0.54,1.773846154,,,WARANGAL RURAL
Warangal rural,October,39.8,2023,28,0.54,1.789230769,,,WARANGAL RURAL
Warangal rural,November,22.7,2023,25,0.54,2.335384615,,,WARANGAL RURAL
Warangal rural,December,55.8,2023,23,0.54,3.13,,,WARANGAL RURAL
Warangal rural,January,0,2024,23.5,0.54,4.008846154,,,WARANGAL RURAL
Warangal rural,February,0,2024,25.5,0.54,4.736538462,,,WARANGAL RURAL
Warangal rural,March,2.9,2024,29.5,0.54,5.209615385,,,WARANGAL RURAL
Warangal rural,April,3.3,2024,33.5,0.54,5.402692308,,,WARANGAL RURAL
Warangal rural,May,90.2,2024,36.5,0.54,4.784230769,,,WARANGAL RURAL
Warangal rural,June,56.3,2024,32.5,0.54,4.965384615,,,WARANGAL RURAL
Warangal rural,July,85.4,2024,29.5,0.54,3.702307692,,,WARANGAL RURAL
Warangal rural,August,94.8,2024,28.5,0.54,2.087692308,,,WARANGAL RURAL
Warangal rural,September,317.5,2024,29.5,0.54,1.773846154,,,WARANGAL RURAL
Warangal rural,October,56.7,2024,28.5,0.54,1.789230769,,,WARANGAL RURAL
Warangal rural,November,18.7,2024,25.5,0.54,2.335384615,,,WARANGAL RURAL
Warangal rural,December,33.3,2024,23.5,0.54,3.13,,,WARANGAL RURAL
Yadadri Bhuvanagiri,January,15.5,2023,23,0.5,4.913333333,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,February,0,2023,25,0.5,6.060392157,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,March,76.6,2023,29,0.5,6.860784314,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,April,82.7,2023,33,0.5,7.617647059,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,May,91.1,2023,36,0.5,7.551960784,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,June,44.8,2023,32,0.5,7.82627451,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,July,154.8,2023,29,0.5,4.739607843,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,August,37,2023,28,0.5,4.178823529,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,September,58.7,2023,29,0.5,3.470980392,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,October,18.9,2023,28,0.5,2.910784314,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,November,50.5,2023,25,0.5,3.085098039,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,December,10,2023,23,0.5,3.967647059,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,January,0.3,2024,23.5,0.5,4.913333333,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,February,6.2,2024,25.5,0.5,6.060392157,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,March,6.1,2024,29.5,0.5,6.860784314,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,April,50.4,2024,33.5,0.5,7.617647059,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,May,70.2,2024,36.5,0.5,7.551960784,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,June,62,2024,32.5,0.5,7.82627451,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,July,40,2024,29.5,0.5,4.739607843,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,August,168.6,2024,28.5,0.5,4.178823529,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,September,181.6,2024,29.5,0.5,3.470980392,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,October,111.1,2024,28.5,0.5,2.910784314,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,November,44.2,2024,25.5,0.5,3.085098039,,,YADADRI BHUVANAGIRI
Yadadri Bhuvanagiri,December,75.1,2024,23.5,0.5,3.967647059,,,YADADRI BHUVANAGIRI
