district,mandal,village,lat,long,date,groundwater_level
KHAMMAM,Nelakondapalle,Buddaram,80.06,17.02,1/5/2023,3.47
KHAMMAM,Penuballi,Lankapalli,80.74,17.2,1/5/2023,12.47
KHAMMAM,Penuballi,Lingagudem,80.66,17.26,1/5/2023,
KHAMMAM,Penuballi,Penuballi,80.67,17.21,1/5/2023,3.58
KHAMMAM,Penuballi,Tallapenta,80.62,17.23,1/5/2023,3.75
KHAMMAM,Raghunadhapalem,Erlapudi,80.27,17.32,1/5/2023,9.86
KHAMMAM,Sathupalle,Cherukupalli,80.78,17.26,1/5/2023,3.74
KHAMMAM,Sathupalle,Prakashnagar,80.89,17.19,1/5/2023,39.24
KHAMMAM,Singareni,Madharam,80.23,17.54,1/5/2023,5.22
KHAMMAM,Thallada,Anjanapuram,80.46,17.21,1/5/2023,3.71
KHAMMAM,Thallada,Laxmipuram,80.48,17.17,1/5/2023,3.35
KHAMMAM,Thirumalayapalem,Kakaravai,79.84,17.31,1/5/2023,4.25
KHAMMAM,Thirumalayapalem,Tippareddigudem,79.98,17.37,1/5/2023,4.57
KHAMMAM,Thirumalayapalem,Bachode,79.9,17.3,1/5/2023,4.63
KHAMMAM,Thirumalayapalem,Tirumalayapalem,80.05,17.32,1/5/2023,5.1
KHAMMAM,Vemsoor,Vemsur,80.81,17.14,1/5/2023,3.5
KHAMMAM,Vemsoor,Kallurigudem,80.75,17.11,1/5/2023,9.21
KHAMMAM,Vemsoor,Kandukuru,80.84,17.07,1/5/2023,5.47
KHAMMAM,Wyra,Siripuram,80.48,16.86,1/5/2023,2.88
KHAMMAM,Yerrupalem,Banigandlapadu,80.48,16.86,1/5/2023,13.12
KHAMMAM,Yerrupalem,Bheemavaram,80.51,16.94,1/5/2023,3.74
KUMURAM BHEEM ASIFABAD,Asifabad,Asifabad,79.29,19.36,1/5/2023,18.51
KUMURAM BHEEM ASIFABAD,Asifabad,Kommuguda,79.25,19.39,1/5/2023,1.81
KUMURAM BHEEM ASIFABAD,Bejjur,Bejjur,79.86,19.36,1/5/2023,4.5
KUMURAM BHEEM ASIFABAD,Bejjur,Rebbana,79.75,19.4,1/5/2023,4.38
KUMURAM BHEEM ASIFABAD,Dahegaon,Dahegaon,79.7,19.25,1/5/2023,15.38
KUMURAM BHEEM ASIFABAD,Jainoor,Rasimetta,79,19.4,1/5/2023,5.91
KUMURAM BHEEM ASIFABAD,Kagaznagar,Jambugaon,79.58,19.33,1/5/2023,15.06
KUMURAM BHEEM ASIFABAD,Kagaznagar,Kagaznagar,79.5,19.36,1/5/2023,4.82
KUMURAM BHEEM ASIFABAD,Kerameri,Bheemangondi,79.15,19.42,1/5/2023,9.84
KUMURAM BHEEM ASIFABAD,Kerameri,Kerameri,79.06,19.44,1/5/2023,8.47
KUMURAM BHEEM ASIFABAD,Kouthala,Kowthala,79.73,19.52,1/5/2023,6.54
KUMURAM BHEEM ASIFABAD,Lingapur,Loddiguda,79.09,19.23,1/5/2023,1.29
KUMURAM BHEEM ASIFABAD,Penchikalpet,Yelkapally,79.76,19.28,1/5/2023,15.15
KUMURAM BHEEM ASIFABAD,Rebbana,Rebbena II,79.42,19.26,1/5/2023,8.02
KUMURAM BHEEM ASIFABAD,Sirpur_T,Sirput-T,79.57,19.48,1/5/2023,0.02
KUMURAM BHEEM ASIFABAD,Tiryani,Bheempur,79.2,19.11,1/5/2023,13.9
KUMURAM BHEEM ASIFABAD,Tiryani,Pangidimadra,79.15,19.25,1/5/2023,4.26
KUMURAM BHEEM ASIFABAD,Tiryani,Tiryani,79.27,19.17,1/5/2023,
KUMURAM BHEEM ASIFABAD,Wankdi,Savathi,79.27,19.57,1/5/2023,7.92
KUMURAM BHEEM ASIFABAD,Wankdi,Wankidi,79.32,19.48,1/5/2023,8.17
MAHABUBABAD,Bayyaram,Balajipeta,80.09,17.61,1/5/2023,6.7
MAHABUBABAD,Bayyaram,Gurimalla***,80.06,17.7,1/5/2023,8.3
MAHABUBABAD,Bayyaram,Kothagudem***,80.13,17.61,1/5/2023,5.18
MAHABUBABAD,Bayyaram,Kothapeta***,80.17,17.57,1/5/2023,5.18
MAHABUBABAD,Bayyaram,Motlathimapuram***,80.09,17.69,1/5/2023,9.62
MAHABUBABAD,Chinnagudur,Chinna Gudur,79.89,17.51,1/5/2023,6.29
MAHABUBABAD,Danthalapalle,Dhantalapally,79.73,17.51,1/5/2023,2.84
MAHABUBABAD,Dornakal,Gollacherla,80.09,17.47,1/5/2023,3.1
MAHABUBABAD,Seerole,Mannegudem,80.04,17.37,1/5/2023,5.75
MAHABUBABAD,Dornakal,Perumalla Sankeesa,80.05,17.42,1/5/2023,2.4
MAHABUBABAD,Ganagavaram,Gangaram,80.22,17.85,1/5/2023,2.79
MAHABUBABAD,Ganagavaram,Komatlagudem,80.23,17.88,1/5/2023,12.02
MAHABUBABAD,Garla,Garla***,80.16,17.51,1/5/2023,5.7
MAHABUBABAD,Garla,Maddivancha***,80.1,17.51,1/5/2023,6.91
MAHABUBABAD,Gudur,Gudur,79.98,17.8,1/5/2023,5.68
MAHABUBABAD,Kesamudram,Kalwala,79.89,17.66,1/5/2023,5.93
MAHABUBABAD,Kesamudram,Kesamudram,79.91,17.68,1/5/2023,3.92
MAHABUBABAD,Kuravi,Ayyagaripally,79.99,17.5,1/5/2023,5.8
MAHABUBABAD,Kuravi,Mogilicherla,80.03,17.54,1/5/2023,2.7
MAHABUBABAD,Seerole,Upperagudem,80.04,17.45,1/5/2023,5.8
MAHABUBABAD,Kothaguda,Kothaguda,80.06,17.91,1/5/2023,8.6
MAHABUBABAD,Kothaguda,Madagudem,80.18,17.84,1/5/2023,3.45
MAHABUBABAD,Kothaguda,Sidireddypally,80.05,17.99,1/5/2023,11.6
MAHABUBABAD,Mahabubabad,Amanagal,79.91,17.59,1/5/2023,2.94
MAHABUBABAD,Mahabubabad,Mahabubabad,80,17.6,1/5/2023,3.22
MAHABUBABAD,Maripeda,Giripuram,79.88,17.37,1/5/2023,11.89
MAHABUBABAD,Maripeda,Marripeda,79.89,17.39,1/5/2023,5.61
MAHABUBABAD,Maripeda,Yellampet,79.86,17.45,1/5/2023,3.15
MAHABUBABAD,Narsimhulapet,Komalavancha,79.79,17.53,1/5/2023,8.04
MAHABUBABAD,Inugurthy,Chinna Nagaram,79.77,17.64,1/5/2023,5.98
MAHABUBABAD,Nellikudur,Nellikudur,79.76,17.59,1/5/2023,2.51
MAHABUBABAD,Nellikudur,Ramanjapuram,79.72,17.62,1/5/2023,6.94
MAHABUBABAD,Peddavangara,Waddekothapalli,79.56,17.53,1/5/2023,4.16
MAHABUBABAD,Thorrur,Haripirala,79.65,17.52,1/5/2023,1.1
MAHABUBABAD,Thorrur,Torrur,79.66,17.58,1/5/2023,8.68
MAHABUBNAGAR,Addakal,Addakal,77.95,16.49,1/5/2023,7.47
MAHABUBNAGAR,Balanagar,Udityal,78.12,16.97,1/5/2023,14.25
MAHABUBNAGAR,Bhoothpur,Bhoothpur,78.06,16.7,1/5/2023,2.92
MAHABUBNAGAR,Bhoothpur,Elkicherla,78.12,16.62,1/5/2023,8.12
MAHABUBNAGAR,Chinna_Chintha_Kunta,Damagnapur,77.76,16.5,1/5/2023,2.5
MAHABUBNAGAR,Chinna_Chintha_Kunta,Kurumurthy,77.82,16.44,1/5/2023,12.19
MAHABUBNAGAR,Koukuntla,Thirmalapur,77.82,16.48,1/5/2023,4.07
MAHABUBNAGAR,Devarkadara,Chinnarajmoor,77.77,16.68,1/5/2023,7.18
MAHABUBNAGAR,Devarkadara,Devarakadra,77.83,16.61,1/5/2023,7.85
MAHABUBNAGAR,Koukuntla,Koukuntla,77.86,16.52,1/5/2023,7.09
MAHABUBNAGAR,Devarkadara,Meenuguvanipally,77.81,16.59,1/5/2023,8.71
MAHABUBNAGAR,Gandeed,Mohammadabad,77.9,16.9,1/5/2023,6.8
MAHABUBNAGAR,Gandeed,Salkerpet,77.8,16.95,1/5/2023,11.33
MAHABUBNAGAR,Hanwada,Hanwada,77.9,16.81,1/5/2023,10.7
MAHABUBNAGAR,Hanwada,Vepur,77.79,16.84,1/5/2023,16.55
MAHABUBNAGAR,Jadcherla,Jadcherla,78.12,16.77,1/5/2023,14.28
MAHABUBNAGAR,Jadcherla,Konded,78.27,16.83,1/5/2023,9.62
MAHABUBNAGAR,Koilkonda,Dammaipally,77.9,16.76,1/5/2023,6.26
MAHABUBNAGAR,Koilkonda,Koilkonda,77.79,16.76,1/5/2023,7.07
MAHABUBNAGAR,Mahabubnagar_Rural,Kodur,77.92,16.68,1/5/2023,7.86
MAHABUBNAGAR,Mahabubnagar_Urban,Yenugonda,78.02,16.76,1/5/2023,6.72
MAHABUBNAGAR,Midjil,Kothapalli,78.23,16.75,1/5/2023,6.07
MAHABUBNAGAR,Midjil,Midjil,78.32,16.73,1/5/2023,15.07
MAHABUBNAGAR,Musapet,MOOSPET,77.98,16.6,1/5/2023,5.48
MAHABUBNAGAR,Nawabpet,Nawabpet,78.02,16.89,1/5/2023,9.43
MAHABUBNAGAR,Rajapur,Rajapur,78.15,16.84,1/5/2023,10.71
MANCHERIAL,Bellampalle,Bellampally I,79.5,19.07,1/5/2023,14.83
MANCHERIAL,Bheemini,Rampur,79.58,19.17,1/5/2023,0.73
MANCHERIAL,Chennur,Chennur I,79.78,18.85,1/5/2023,7.8
MANCHERIAL,Chennur,Kommera,79.8,18.77,1/5/2023,2.2
MANCHERIAL,Dandepalle,Myadaripet,79.14,19.01,1/5/2023,5.68
MANCHERIAL,Hajipur,Hazipur,79.32,18.87,1/5/2023,4.9
MANCHERIAL,Jaipur,Jaipur,79.58,18.84,1/5/2023,3
MANCHERIAL,Jaipur,Kundaram,79.63,18.79,1/5/2023,20.1
MANCHERIAL,Jannaram,Indanpally,78.94,19.15,1/5/2023,5.3
MANCHERIAL,Kannepalli,Jankapur,79.41,19,1/5/2023,0.25
MANCHERIAL,Kasipet,Kondapur,79.4,19.04,1/5/2023,3.77
MANCHERIAL,Kotapalle,Kotapally,79.88,18.95,1/5/2023,15.22
MANCHERIAL,Luxettipet,Luxettipet,79.2,18.88,1/5/2023,4.92
MANCHERIAL,Mandamarri,Mandamarri,79.48,18.98,1/5/2023,8.65
MANCHERIAL,Mandamarri,Ponnaram,79.54,18.94,1/5/2023,14.75
MANCHERIAL,Nennal,Nennel,79.63,19.08,1/5/2023,6.4
MANCHERIAL,Tandur,Tandur ,79.46,19.16,1/5/2023,12.59
MANCHERIAL,Vemanpalle,Neelwai,79.82,19.05,1/5/2023,0.75
MEDAK,Alladurg,Alladurg,77.94,17.97,1/5/2023,20.66
MEDAK,Alladurg,Muslapur,77.99,17.92,1/5/2023,
MEDAK,Chegunta,Chegunta,78.52,17.93,1/5/2023,8.25
MEDAK,Chegunta,Chandiapet,78.46,17.98,1/5/2023,12.08
MEDAK,Chilipched,Chilipade,78.12,17.87,1/5/2023,16.98
MEDAK,Havelighanpur,Mutayapally,78.22,18.08,1/5/2023,7.99
MEDAK,Havelighanpur,Nagaram (Fareedpur),78.2,18.07,1/5/2023,10.6
MEDAK,Kowdipalle,Kowdipally,78.21,17.9,1/5/2023,16.35
MEDAK,Kulcharam,Rangampet,78.12,17.95,1/5/2023,19.34
MEDAK,Manoharabad,Manaharabad,78.47,17.76,1/5/2023,10.05
MEDAK,Medak,Medak,78.27,18.05,1/5/2023,12.9
MEDAK,Medak,Pillikotal,78.27,18.04,1/5/2023,4.43
MEDAK,Narsapur,Narasapur,78.28,17.74,1/5/2023,12.52
MEDAK,Narsingi,Narasingi,78.42,18.05,1/5/2023,24
MEDAK,Narsapur,Reddypally,78.26,17.79,1/5/2023,11.55
MEDAK,Nizampet,Naskal,78.55,18.16,1/5/2023,12
MEDAK,Papannapet,Papannapet,78.09,18.04,1/5/2023,10.65
MEDAK,Ramayampet,Ramayampet,78.43,18.12,1/5/2023,12.15
MEDAK,Regode,T.lingampally,77.83,17.94,1/5/2023,8.71
MEDAK,Shankarampet_A,Gavvalapalli,77.92,18.05,1/5/2023,8.29
MEDAK,Shankarampet_R,Shankarampet,78.37,17.97,1/5/2023,10.63
MEDAK,Shivampet,Shivampet,78.37,17.79,1/5/2023,11.64
MEDAK,Shivampet,Gudur,78.37,17.78,1/5/2023,16.24
MEDAK,Shivampet,Usrikapally,78.39,17.82,1/5/2023,15.16
MEDAK,Tekmal,Tekmal,78.03,17.98,1/5/2023,11.65
MEDAK,Tupran,Islampur,78.47,17.88,1/5/2023,2.44
MEDAK,Tupran,Toopran,78.48,17.84,1/5/2023,17.45
MEDAK,Yeldurthy,Edulapally,78.35,17.97,1/5/2023,20.04
MEDAK,Yeldurthy,Kukunoor,78.32,17.91,1/5/2023,2.65
MEDAK,Yeldurthy,Ramayapally,78.32,17.95,1/5/2023,8.54
MEDAK,Yeldurthy,Yeldurthy,78.95,18.78,1/5/2023,13.19
MEDAK,Alladurg,Peddapur,77.98,17.9,1/5/2023,14.12
MEDAK,Chilipched,Chilipched,78.13,17.86,1/5/2023,16.98
MEDAK,Havelighanpur,Kuchanpally,78.23,18.07,1/5/2023,5.79
MEDAK,Havelighanpur,Nagapur,78.26,18.12,1/5/2023,13.85
MEDAK,Havelighanpur,Rajpet,78.2,18.16,1/5/2023,7.69
MEDAK,Havelighanpur,Sardana,78.19,18.09,1/5/2023,8.55
MEDAK,Kulcharam,Kulcharam,78.19,17.96,1/5/2023,11.49
MEDAK,Manoharabad,Muppireddypally,78.48,17.73,1/5/2023,12.63
MEDAK,Masaipet,Masaipet,78.46,17.91,1/5/2023,16.89
MEDAK,Medak,Pathur,78.32,18.09,1/5/2023,12.41
MEDAK,Medak,Perur,78.22,18.03,1/5/2023,4.77
MEDAK,Medak,Rajpally,78.3,18.03,1/5/2023,16.95
MEDAK,Narsapur,Chippalthurthy,78.22,17.77,1/5/2023,20.22
MEDAK,Narsapur,Kagazmaddur,78.28,17.69,1/5/2023,17.19
MEDAK,Narsapur,Lingapur,78.3,17.78,1/5/2023,14.34
MEDAK,Narsingi,Narsingi,78.44,18.05,1/5/2023,24
MEDAK,Papannapet,Kodapaka,78.13,17.98,1/5/2023,8.32
MEDAK,Ramayampet,Dharmaram,78.49,18.07,1/5/2023,20.4
MEDAK,Ramayampet,Katriyal,78.34,18.15,1/5/2023,14.22
MEDAK,Ramayampet,Ramayampet,78.43,18.11,1/5/2023,12.15
MEDAK,Regode,Gajwada,77.83,17.92,1/5/2023,18.74
MEDAK,Shankarampet_R,Dharpally,78.39,17.92,1/5/2023,10.3
MEDAK,Shankarampet_R,Shankarampet-R,78.41,17.98,1/5/2023,21.26
MEDAK,Shivampet,Sikindlapur,78.42,17.74,1/5/2023,6.07
MEDAK,Tekmal,Dhannaram,78.05,17.94,1/5/2023,14.92
MEDAK,Tekmal,Yellupet,78.02,18.03,1/5/2023,7.86
MEDAK,Tupran,Malkapur,78.53,17.87,1/5/2023,10.12
MEDAK,Tupran,Nagulapally,78.46,17.86,1/5/2023,15.58
MEDCHAL,Alwal,Old Alwal,78.51,17.49,1/5/2023,8.24
MEDCHAL,Bachpalle,Nizampet,78.38,17.52,1/5/2023,3.95
MEDCHAL,Balanagar,Balanagar 1,78.45,17.47,1/5/2023,5.2
MEDCHAL,Balanagar,Balanagar 2,78.45,17.47,1/5/2023,6.52
MEDCHAL,Balanagar,Fethenagar,78.44,17.46,1/5/2023,11.8
MEDCHAL,Gandimaisamma Dundigal,Dulapally,78.46,17.55,1/5/2023,12.59
MEDCHAL,Gandimaisamma Dundigal,Dundigal,78.42,17.61,1/5/2023,21.38
MEDCHAL,Gandimaisamma Dundigal,Shambhirpur,78.37,17.56,1/5/2023,11.05
MEDCHAL,Ghatkesar,Ghatkesar,78.68,17.45,1/5/2023,5.68
MEDCHAL,Kapra,Balaji Nagar,78.55,17.55,1/5/2023,6.32
MEDCHAL,Kapra,Cherlapally,78.61,17.47,1/5/2023,2.07
MEDCHAL,Keesara,Kessara,78.58,17.48,1/5/2023,
MEDCHAL,Keesara,Yadgarpally,78.63,17.55,1/5/2023,12.38
MEDCHAL,Kukatpally,Kaithalapur,78.4,17.47,1/5/2023,8.98
MEDCHAL,Kukatpally,Kukatpally 1,78.4,17.48,1/5/2023,23.67
MEDCHAL,Kukatpally,Kukatpally 2,78.39,17.49,1/5/2023,15.79
MEDCHAL,Malkajgiri,Malkajgiri,78.54,17.45,1/5/2023,20.79
MEDCHAL,Medchel,Gundla pochampally,78.48,17.57,1/5/2023,12.12
MEDCHAL,Medchel,Medchal,78.49,17.62,1/5/2023,4.32
MEDCHAL,Medchel,Pudur,78.53,17.62,1/5/2023,
MEDCHAL,Quthbullapur,Gajularamaram 1,78.42,17.53,1/5/2023,1.87
MEDCHAL,Quthbullapur,Gajularamaram 2,78.42,17.53,1/5/2023,1.85
MEDCHAL,Quthbullapur,Jeedimetla,78.47,17.52,1/5/2023,19.43
MEDCHAL,Quthbullapur,Qutubullapur 1,78.46,17.5,1/5/2023,
MEDCHAL,Quthbullapur,Qutubullapur 2,78.46,17.5,1/5/2023,18.44
MEDCHAL,Quthbullapur,Shapurnagar,78.44,17.54,1/5/2023,
MEDCHAL,Shamirpet,Jagamguda,78.63,17.62,1/5/2023,
MEDCHAL,Shamirpet,Pothaipally,78.54,17.55,1/5/2023,8.77
MEDCHAL,Shamirpet,Shahmirpet,78.57,17.58,1/5/2023,3.85
MEDCHAL,Shamirpet,Turkapally,78.59,17.67,1/5/2023,4.47
MEDCHAL,Uppal,Uppal,78.58,17.41,1/5/2023,11.8
MEDCHAL,Medipally,MEDIPALLY,78.61,17.42,1/5/2023,13.47
MEDCHAL,Alwal,Yapral Sub station,78.54,17.51,1/5/2023,13.46
MEDCHAL,Ghatkesar,Singapur Township Sub Station,78.74,17.45,1/5/2023,9.52
MEDCHAL,Kapra,N.N Colony Kapra Sub Station,78.69,17.66,1/5/2023,4.22
MEDCHAL,Kapra,Balaji Nagar Substation,78.57,17.52,1/5/2023,3.41
MEDCHAL,Keesara,Keesara Sub station,78.66,17.53,1/5/2023,3.17
MEDCHAL,Keesara,Jafarguda MPP School (Godumakunta),78.65,17.48,1/5/2023,6.65
MEDCHAL,Kukatpally,Kukatpally MRO Office,78.41,17.48,1/5/2023,
MEDCHAL,Malkajgiri,Moula - Ali Sub station,78.56,17.46,1/5/2023,12.66
MEDCHAL,Medchel,Dabilpur park in GP Layout,78.47,17.68,1/5/2023,7.83
MEDCHAL,Medchel,Banda Madaram Sub station,78.44,17.66,1/5/2023,11.32
MEDCHAL,Shamirpet,Ponnala ZPHS,78.63,17.6,1/5/2023,10.09
MEDCHAL,Shamirpet,DevaraYamjal Near Mission Bhagirath Compound,78.53,17.56,1/5/2023,4.47
MEDCHAL,Shamirpet,Ailayabad ZPHS,78.59,17.63,1/5/2023,5.88
MEDCHAL,Uppal,Mallapur Sub Station             ,78.58,17.44,1/5/2023,14.2
MEDCHAL,Medipally,Chengicharla Sub Station,78.61,17.44,1/5/2023,17.33
MEDCHAL,Medipally,Medipally ZPHS,78.6,17.41,1/5/2023,14.57
MEDCHAL,Muduchinthalapally,Laxmapur Sub Station,78.69,17.66,1/5/2023,12.21
MULUGU,Eturunagaram,Eturu Nagaram (D),80.44,18.36,1/5/2023,12
MULUGU,Eturunagaram,Eturu Nagaram (S),80.42,18.34,1/5/2023,12.21
MULUGU,Govindaraopet,Pasra,80.17,18.21,1/5/2023,5.7
MULUGU,Govindaraopet,Project Nagar,80.19,18.26,1/5/2023,5.71
MULUGU,Kannaigudem,Kannaigudem,80.35,18.53,1/5/2023,6.75
MULUGU,Mangapet,Kamalapuram,80.47,18.27,1/5/2023,12.3
MULUGU,Mangapet,Mallur,80.56,18.22,1/5/2023,9.49
MULUGU,Mangapet,Rajupet,80.63,18.15,1/5/2023,7.05
MULUGU,Mulug,Jakkaram(D),79.91,18.18,1/5/2023,22.12
MULUGU,Mulug,Jakkaram(S),79.89,18.17,1/5/2023,
MULUGU,Mulug,Kasimdevpet,80,18.17,1/5/2023,5.7
MULUGU,Mulug,Mulugu,79.94,18.19,1/5/2023,5.15
MULUGU,Tadvai,Beerelli,80.35,18.03,1/5/2023,15.6
MULUGU,Tadvai,Gangaram,80.37,18.18,1/5/2023,7.13
MULUGU,Tadvai,Lavvala,80.26,18.17,1/5/2023,9.44
MULUGU,Tadvai,Medaram,80.25,18.31,1/5/2023,4.42
MULUGU,Tadvai,Tadvai,80.31,18.24,1/5/2023,5.84
MULUGU,Venkatapur,Laxmidevipet,79.96,18.29,1/5/2023,2.77
MULUGU,Venkatapur,Alubaka ***,80.67,18.21,1/5/2023,9.14
MULUGU,Venkatapur,Edira ***,80.73,18.14,1/5/2023,6.77
MULUGU,Venkatapur,Marikal,80.5,18.32,1/5/2023,4.57
MULUGU,Venkatapur,Nuguru ***,80.55,18.34,1/5/2023,6.14
MULUGU,Wazeed,Jagannadhapuram ***,80.51,18.43,1/5/2023,11.89
MULUGU,Wazeed,Peddagollagudem ***,80.47,18.47,1/5/2023,9.8
MULUGU,Wazeed,Perur ***,80.39,18.53,1/5/2023,12.01
MULUGU,Wazeed,Tekulagudem ***,80.41,18.57,1/5/2023,11.64
NAGARKURNOOL,Achampet,Achampet,78.65,16.4,1/5/2023,7.26
NAGARKURNOOL,Amrabad,Domalapenta,78.88,16.21,1/5/2023,2.13
NAGARKURNOOL,Amrabad,Madhavanipally,78.86,16.41,1/5/2023,12.58
NAGARKURNOOL,Amrabad,Mannanoor,78.76,16.37,1/5/2023,10.01
NAGARKURNOOL,Amrabad,Vatverlapallly,78.78,16.23,1/5/2023,27.01
NAGARKURNOOL,Balmoor,Balmur,78.57,16.33,1/5/2023,12.1
NAGARKURNOOL,Balmoor,Banala,78.64,16.32,1/5/2023,13.32
NAGARKURNOOL,Balmoor,Gattuthummena  ,78.55,16.4,1/5/2023,3.91
NAGARKURNOOL,Bijinapalle,Bijinepalli,78.2,16.54,1/5/2023,10.04
NAGARKURNOOL,Charakonda,Charakonda,78.71,16.7,1/5/2023,1.35
NAGARKURNOOL,Kalwakurthy,GUNDUR,78.46,16.58,1/5/2023,
NAGARKURNOOL,Kalwakurthy,Kalwakuthy,78.49,16.67,1/5/2023,9.44
NAGARKURNOOL,Kalwakurthy,Lingasanipally,78.47,16.55,1/5/2023,
NAGARKURNOOL,Kalwakurthy,Marchala,78.45,16.69,1/5/2023,18.3
NAGARKURNOOL,Kodair,Kodair,78.27,16.27,1/5/2023,1.71
NAGARKURNOOL,Kodair,Thurkadinne,78.22,16.29,1/5/2023,1.53
NAGARKURNOOL,Kollapur,Kollapur,78.31,16.11,1/5/2023,2.35
NAGARKURNOOL,Kollapur,Molachintalapally,78.42,16.14,1/5/2023,4.05
NAGARKURNOOL,Lingal,Ambatipally,78.45,16.28,1/5/2023,3.71
NAGARKURNOOL,Lingal,Lingal,78.52,16.27,1/5/2023,5.98
NAGARKURNOOL,Nagar_Kurnool,Manthati,78.35,16.44,1/5/2023,6.28
NAGARKURNOOL,Nagar_Kurnool,Nagarkurnool,78.3,16.49,1/5/2023,19.51
NAGARKURNOOL,Padra,Padra,78.88,16.43,1/5/2023,3.05
NAGARKURNOOL,Peddakothapalle,Maredumandinne,78.41,16.22,1/5/2023,4.77
NAGARKURNOOL,Pentlavelli,Pentlavelle,78.26,16.08,1/5/2023,3.64
NAGARKURNOOL,Tadoor,Tadoor,78.36,16.51,1/5/2023,1.2
NAGARKURNOOL,Tadoor,Vengampally,78.4,16.54,1/5/2023,2.83
NAGARKURNOOL,Telkapalle,Karvanga,78.41,16.48,1/5/2023,4.46
NAGARKURNOOL,Telkapalle,Telkapally,78.44,16.44,1/5/2023,3.02
NAGARKURNOOL,Thimmajipeta,Gummakonda,78.19,16.62,1/5/2023,7.6
NAGARKURNOOL,Uppunuthala,Laxmapur,78.53,16.48,1/5/2023,3.37
NAGARKURNOOL,Uppunuthala,Uppununthala,78.59,16.45,1/5/2023,5.57
NAGARKURNOOL,Urkonda,Urkonda,78.41,16.73,1/5/2023,8.4
NAGARKURNOOL,Vangoor,Vangoor,78.62,16.61,1/5/2023,2.01
NAGARKURNOOL,Veldanda,Veldanda,78.52,16.73,1/5/2023,17.43
NALGONDA,Adavi devula palli,Ulsaipalem,79.5,16.71,1/5/2023,1.88
NALGONDA,Adavi devula palli,Anumula,79.29,16.8,1/5/2023,9.38
NALGONDA,Adavi devula palli,Chintagudem,79.29,16.83,1/5/2023,2.9
NALGONDA,Adavi devula palli,Pulimamidi,79.27,16.88,1/5/2023,6.3
NALGONDA,Adavi devula palli,Rajavaram,79.41,16.68,1/5/2023,9.88
NALGONDA,Adavi devula palli,Sreerampur,79.3,16.73,1/5/2023,3.13
NALGONDA,Madugulapally,Bommakal,79.52,17.03,1/5/2023,
NALGONDA,Chandampet,Buddoni thanda,78.96,16.55,1/5/2023,19.11
NALGONDA,Chandampet,Chandampet,78.89,16.58,1/5/2023,8.2
NALGONDA,Chandampet,Kambalapally,79.11,16.45,1/5/2023,5.15
NALGONDA,Chandampet,Thelidevarapally,78.97,16.51,1/5/2023,17.24
NALGONDA,Chandampet,Yelmalmanda,79.08,16.44,1/5/2023,
NALGONDA,Chandur,Angadipet,79.02,16.98,1/5/2023,7.29
NALGONDA,Chandur,Bangarigadda,79.01,16.98,1/5/2023,10.05
NALGONDA,Chandur,Chandur,79.06,16.97,1/5/2023,11.42
NALGONDA,Chandur,Chandur,79.07,16.99,1/5/2023,10.07
NALGONDA,Chandur,Donipamula,78.98,16.99,1/5/2023,
NALGONDA,Gattuppal,Ghattuppal,78.92,17.06,1/5/2023,2.36
NALGONDA,Chandur,Nermata,78.98,17,1/5/2023,9.04
NALGONDA,Chandur,Pullemla,79.021361,17.03,1/5/2023,21.07
NALGONDA,Chandur,Sirdepally,79.06,17.01,1/5/2023,11.81
NALGONDA,Chinthapalle,Kurmed Gate,78.76,16.89,1/5/2023,9.23
NALGONDA,Chinthapalle,Teeded,78.91,16.79,1/5/2023,
NALGONDA,Chityala,Urumadla,79.09,17.18,1/5/2023,12.53
NALGONDA,Chityala,Veliminedu,79.02,17.23,1/5/2023,11.12
NALGONDA,Devarakonda,Kamalapur,78.86,16.73,1/5/2023,8.66
NALGONDA,Devarakonda,Konda Bheemanapally,78.86025,16.69,1/5/2023,6.39
NALGONDA,Devarakonda,Padamtipally,78.8,16.68,1/5/2023,7.09
NALGONDA,Devarakonda,Tatikole,78.86,16.63,1/5/2023,9.9
NALGONDA,Gundlapalle,Dhindi,78.69,16.55,1/5/2023,5.5
NALGONDA,Gundlapalle,Vavikole,78.77,16.68,1/5/2023,
NALGONDA,Gurrampode,Gurrampode,79.09,16.85,1/5/2023,5.72
NALGONDA,Gurrampode,Koppole,79.15,16.91,1/5/2023,6.78
NALGONDA,Gurrampode,Palvai,79.02,16.75,1/5/2023,5.75
NALGONDA,Kondamallapally,K.Mallepally,78.98,16.73,1/5/2023,6.67
NALGONDA,Kangal,kanagala,79.2,16.94,1/5/2023,5.23
NALGONDA,Kattangoor,Cheruvu Annaram,79.35,17.2,1/5/2023,17.23
NALGONDA,Kattangoor,Kattangur,79.32,17.16,1/5/2023,5.06
NALGONDA,Kattangoor,Pamangundla,79.27,17.18,1/5/2023,7.64
NALGONDA,Kethepalle,Kethepally,79.51,17.15,1/5/2023,1.63
NALGONDA,Munugode,Kompalli,79.36,16.67,1/5/2023,
NALGONDA,Chinthapalle,Kurmed Gate,78.76,16.89,1/5/2023,
NALGONDA,Madugulapally,Kannekal,79.37,16.92,1/5/2023,7.65
NALGONDA,Gattuppal,Antampet,78.89,17.04,1/5/2023,9.9
NALGONDA,Marriguda,Khudabhaksh pally,78.83,17.03,1/5/2023,14.95
NALGONDA,Marriguda,Lenkala pally,78.95,16.99,1/5/2023,10.34
